midi_infile,rms_random,rms_corrected_random,rms_median,rms_corrected_median,rms_preds,rms_corrected_preds
midi_files/schumann/scn15_1.mid,14.058316444768955,2.628884941574286,15.28159111568645,2.6474533062943735,11.990518025611843,2.5393302656799484
midi_files/schumann/scn15_2.mid,13.318588661024434,2.685290359295525,13.719410418171119,2.7104252855886233,11.81875655625192,2.5792979234236935
midi_files/schumann/scn15_3.mid,18.60399822618783,2.753406980451673,13.586206240154018,2.5401771591761073,13.79202668210876,2.613426869074396
midi_files/schumann/scn16_6.mid,19.057925212340237,2.7513299771491204,19.788622053201607,2.7541480448135593,14.576121865293109,2.638411070326716
midi_files/schumann/scn16_7.mid,20.628135141224007,2.789830265327434,17.238202217658536,2.6813140801127897,14.51028518617165,2.6675263611979663
midi_files/schumann/scn16_5.mid,22.414857454413955,2.7955316602165543,17.708257268261246,2.6999158696779437,17.31523780712989,2.7160352152798746
midi_files/schumann/scn16_4.mid,19.82915838829424,2.7844182650289566,21.61201296681112,2.7837481443807524,15.948775276986659,2.674087932110071
midi_files/schumann/scn16_1.mid,21.491193843142636,2.777183527311593,13.041854003549098,2.5929731841603827,14.418483278214465,2.644395130661078
midi_files/schumann/scn16_3.mid,23.258654248366756,2.8117571976576246,18.604522502258597,2.710716068587169,17.19260277529452,2.73123270519624
midi_files/schumann/scn16_2.mid,23.392322667695844,2.8120815163691204,18.454748232373166,2.7014942723114155,16.609122362299015,2.683804273223465
midi_files/tschai/ty_august.mid,20.778391918617867,2.8103427399143817,14.506662489316671,2.647848555654989,15.693330851788101,2.671579219547081
midi_files/tschai/ty_dezember.mid,18.10137663454285,2.7499911290751817,15.103519966504843,2.7588478062043573,13.5691912367566,2.6364777321575037
midi_files/tschai/ty_november.mid,19.06567596493762,2.7553697818966514,12.649494820840166,2.692181303847528,16.331201834149628,2.676642831356524
midi_files/tschai/ty_juni.mid,23.789138330968612,2.817460302575923,15.047284549166843,2.6149982241645002,15.94042671098745,2.6727903501133645
midi_files/tschai/ty_april.mid,15.730556289179075,2.733480987276941,15.920457825978728,2.7833253623928806,11.101530637462997,2.5417017909591286
midi_files/tschai/ty_maerz.mid,17.244716132945264,2.7257381094312843,15.137892154935981,2.666247873312429,15.630040225601991,2.655073207153314
midi_files/tschai/ty_februar.mid,21.94324537965458,2.796705095820431,15.560654268918721,2.656114653953224,16.331341520388733,2.6970243501624003
midi_files/tschai/ty_januar.mid,21.956856611974775,2.8101214994770345,14.743654062702483,2.682107330422011,14.405313939831156,2.689344478965377
midi_files/tschai/ty_juli.mid,18.674874187686672,2.7451135036912677,15.517880964539895,2.5612858460517804,15.09034520872596,2.6377775437611053
midi_files/tschai/ty_september.mid,20.092689562005518,2.775177994872726,14.172611023583709,2.603760721048138,17.532464766499047,2.711113130911757
midi_files/tschai/ty_mai.mid,20.384220628909407,2.7872376859976016,14.898192226078454,2.679079617556816,14.942912303686088,2.7112630190603837
midi_files/tschai/ty_oktober.mid,16.900400068005162,2.74357189831601,14.923524514147115,2.6761798396742624,12.870215032709424,2.596824756884242
midi_files/beeth/waldstein_1.mid,24.26258040349008,2.8034784829703283,19.74108881714905,2.7836727457127357,22.82253663899041,2.7817451974046046
midi_files/beeth/beethoven_opus90_2.mid,21.63695289714605,2.789765763904984,15.45041138514036,2.743616485853368,16.107552324771813,2.6924666309173624
midi_files/beeth/waldstein_2.mid,21.29442022355154,2.767348010305532,22.47879325152097,2.844160595483421,17.4134486741187,2.6764315803055374
midi_files/beeth/beethoven_opus90_1.mid,23.42643696995943,2.7957430610122014,16.541365933170546,2.7179754982271565,18.467583818893626,2.725336524550151
midi_files/beeth/waldstein_3.mid,23.341405697664023,2.7991813774108185,16.935845126719503,2.714334742813924,19.035504404427734,2.7271546783391316
midi_files/beeth/beethoven_opus10_2.mid,21.560343018818344,2.7961363902483884,15.360096012230864,2.656371939542375,16.7175131979835,2.6968881040088695
midi_files/beeth/beethoven_opus10_3.mid,21.868280678168738,2.7897707749010245,17.74165621581845,2.692968541591902,18.37614815396556,2.718099538180584
midi_files/beeth/elise.mid,22.78236210437265,2.8083175487061283,15.883642707755273,2.725515400412672,17.217766665654693,2.6460236057507505
